-5.086607e+02	1.000000e+00	1.090000e+02
-5.052094e+02	1.000000e+00	1.080000e+02
-5.017861e+02	1.000000e+00	1.090000e+02
-4.983376e+02	1.000000e+00	1.060000e+02
-4.948906e+02	1.000000e+00	1.140000e+02
-4.914450e+02	1.000000e+00	1.130000e+02
-4.880008e+02	1.000000e+00	1.130000e+02
-4.845580e+02	1.000000e+00	1.090000e+02
-4.811432e+02	1.000000e+00	1.140000e+02
-4.777033e+02	1.000000e+00	1.120000e+02
-4.742648e+02	1.000000e+00	1.170000e+02
-4.708277e+02	1.000000e+00	1.120000e+02
-4.673921e+02	1.000000e+00	1.080000e+02
-4.639579e+02	1.000000e+00	1.090000e+02
-4.605515e+02	1.000000e+00	1.110000e+02
-4.571201e+02	1.000000e+00	1.060000e+02
-4.536901e+02	1.000000e+00	1.060000e+02
-4.502616e+02	1.000000e+00	1.090000e+02
-4.468344e+02	1.000000e+00	1.130000e+02
-4.434351e+02	1.000000e+00	1.110000e+02
-4.400107e+02	1.000000e+00	1.140000e+02
-4.365879e+02	1.000000e+00	1.100000e+02
-4.331664e+02	1.000000e+00	1.140000e+02
-4.297463e+02	1.000000e+00	1.090000e+02
-4.263276e+02	1.000000e+00	1.110000e+02
-4.229367e+02	1.000000e+00	1.120000e+02
-4.195208e+02	1.000000e+00	1.080000e+02
-4.161064e+02	1.000000e+00	1.090000e+02
-4.126934e+02	1.000000e+00	1.100000e+02
-4.092818e+02	1.000000e+00	1.150000e+02
-4.058978e+02	1.000000e+00	1.120000e+02
-4.024890e+02	1.000000e+00	1.090000e+02
-3.990816e+02	1.000000e+00	1.130000e+02
-3.956755e+02	1.000000e+00	1.100000e+02
-3.922709e+02	1.000000e+00	1.100000e+02
-3.888939e+02	1.000000e+00	1.110000e+02
-3.854921e+02	1.000000e+00	1.110000e+02
-3.820917e+02	1.000000e+00	1.110000e+02
-3.786927e+02	1.000000e+00	1.100000e+02
-3.753212e+02	1.000000e+00	1.100000e+02
-3.719250e+02	1.000000e+00	1.100000e+02
-3.685302e+02	1.000000e+00	1.180000e+02
-3.651368e+02	1.000000e+00	1.100000e+02
-3.617447e+02	1.000000e+00	1.110000e+02
-3.583802e+02	1.000000e+00	1.140000e+02
-3.549909e+02	1.000000e+00	1.100000e+02
-3.516031e+02	1.000000e+00	1.100000e+02
-3.482166e+02	1.000000e+00	1.120000e+02
-3.448315e+02	1.000000e+00	1.140000e+02
-3.414739e+02	1.000000e+00	1.100000e+02
-3.380916e+02	1.000000e+00	1.100000e+02
-3.347106e+02	1.000000e+00	1.130000e+02
-3.313311e+02	1.000000e+00	1.190000e+02
-3.279789e+02	1.000000e+00	1.090000e+02
-3.246022e+02	1.000000e+00	1.200000e+02
-3.212268e+02	1.000000e+00	1.110000e+02
-3.178528e+02	1.000000e+00	1.130000e+02
-3.145061e+02	1.000000e+00	1.130000e+02
-3.111349e+02	1.000000e+00	1.130000e+02
-3.077650e+02	1.000000e+00	1.160000e+02
-3.043966e+02	1.000000e+00	1.140000e+02
-3.010554e+02	1.000000e+00	1.120000e+02
-2.976897e+02	1.000000e+00	1.120000e+02
-2.943253e+02	1.000000e+00	1.140000e+02
-2.909623e+02	1.000000e+00	1.120000e+02
-2.876266e+02	1.000000e+00	1.160000e+02
-2.842664e+02	1.000000e+00	1.110000e+02
-2.809075e+02	1.000000e+00	1.120000e+02
-2.775501e+02	1.000000e+00	1.120000e+02
-2.742198e+02	1.000000e+00	1.100000e+02
-2.708650e+02	1.000000e+00	1.080000e+02
-2.675117e+02	1.000000e+00	1.160000e+02
-2.641597e+02	1.000000e+00	1.120000e+02
-2.608348e+02	1.000000e+00	1.150000e+02
-2.574855e+02	1.000000e+00	1.120000e+02
-2.541376e+02	1.000000e+00	1.120000e+02
-2.507911e+02	1.000000e+00	1.130000e+02
-2.474717e+02	1.000000e+00	1.090000e+02
-2.441279e+02	1.000000e+00	1.130000e+02
-2.407854e+02	1.000000e+00	1.120000e+02
-2.374444e+02	1.000000e+00	1.100000e+02
-2.341303e+02	1.000000e+00	1.140000e+02
-2.307920e+02	1.000000e+00	1.130000e+02
-2.274550e+02	1.000000e+00	1.180000e+02
-2.241450e+02	1.000000e+00	1.140000e+02
-2.208107e+02	1.000000e+00	1.130000e+02
-2.174778e+02	1.000000e+00	1.110000e+02
-2.141462e+02	1.000000e+00	1.130000e+02
-2.108416e+02	1.000000e+00	1.110000e+02
-2.075127e+02	1.000000e+00	1.110000e+02
-2.041852e+02	1.000000e+00	1.130000e+02
-2.008591e+02	1.000000e+00	1.140000e+02
-1.975598e+02	1.000000e+00	1.120000e+02
-1.942364e+02	1.000000e+00	1.110000e+02
-1.909143e+02	1.000000e+00	1.080000e+02
-1.876191e+02	1.000000e+00	1.170000e+02
-1.842997e+02	1.000000e+00	1.100000e+02
-1.809816e+02	1.000000e+00	1.160000e+02
-1.776649e+02	1.000000e+00	1.140000e+02
-1.743750e+02	1.000000e+00	1.160000e+02
