626.47272525644826,666.00
626.73637223726723,648.00
627.00001793686931,638.00
627.26366235395858,636.00
627.5273054872398,618.00
627.7909473354166,627.00
628.05458789719353,635.00
628.31822717127523,644.00
628.58186515636544,646.00
628.84550185116882,721.00
629.10913725438934,745.00
629.37277136473153,787.00
629.63640418089983,923.00
629.90003570159843,1109.00
630.16366592553175,1508.00
630.427294851404,1480.00
630.69092247791957,1343.00
630.95454880378293,1057.00
631.21817382769837,786.00
631.48179754837031,669.00
631.7454199645033,651.00
632.0090410748013,637.00
632.2726608779692,630.00
632.53627937271108,649.00
632.79989655773147,675.00
633.06351243173492,674.00
633.32712699342574,698.00
633.59074024150823,725.00
633.85435217468716,893.00
634.11796279166686,914.00
634.38157209115172,992.00
634.64518007184665,837.00
634.90878673245561,738.00
635.17239207168313,708.00
635.435996088234,735.00
635.69959878081261,770.00
635.96320014812352,819.00
636.22680018887127,855.00
636.49039890176061,1093.00
636.75399628549565,1467.00
637.01759233878079,1819.00
637.28118706032149,1821.00
637.54478044882183,1606.00
637.80837250298623,1165.00
638.07196322151935,863.00
638.33555260312619,689.00
638.59914064651093,698.00
638.86272735037846,654.00
639.12631271343309,656.00
639.38989673437982,665.00
639.65347941192329,680.00
639.91706074476792,666.00
640.18064073161861,679.00
640.44421937117966,747.00
640.70779666215617,826.00
640.971372603253,935.00
641.23494719317421,985.00
641.498520430625,1305.00
641.76209231431,1851.00
642.0256628429338,2144.00
642.28923201520161,2003.00
642.55279982981745,1734.00
642.81636628548677,1468.00
643.07993138091388,1369.00
643.34349511480389,1856.00
643.60705748586145,2843.00
643.87061849279144,3895.00
644.13417813429862,3643.00
644.39773640908777,2881.00
644.66129331586365,1607.00
644.92484885333135,1038.00
645.18840302019578,797.00
645.45195581516145,749.00
645.71550723693338,655.00
645.97905728421665,682.00
646.2426059557157,646.00
646.50615325013621,661.00
646.76969916618225,645.00
647.03324370255939,627.00
647.296786857972,629.00
647.56032863112557,630.00
647.82386902072471,639.00
648.08740802547459,632.00
648.35094564408,623.00
648.614481875246,624.00
648.87801671767772,630.00
649.14155017007988,623.00
649.40508223115785,624.00
649.66861289961651,621.00
649.93214217416084,613.00
650.19567005349586,626.00
650.45919653632689,626.00
650.72272162135857,620.00
650.98624530729614,633.00
651.249767592845,626.00
651.51328847671,626.00
651.77680795759636,623.00
652.04032603420887,627.00
652.30384270525326,639.00
652.56735796943417,661.00
652.83087182545694,722.00
653.09438427202667,746.00
653.35789530784871,913.00
653.62140493162815,1006.00
653.88491314207022,1371.00
654.14841993788013,2050.00
654.41192531776278,2135.00
654.67542928042383,1940.00
654.93893182456861,1520.00
655.2024329489019,1003.00
655.46593265212948,764.00
655.72943093295623,704.00
655.99292779008749,778.00
656.2564232222287,795.00
656.51991722808532,926.00
656.78340980636233,1139.00
657.04690095576518,1202.00
657.31039067499933,1051.00
657.5738789627701,1003.00
657.83736581778282,752.00
658.100851238743,675.00
658.36433522435561,641.00
658.62781777332657,635.00
658.891298884361,624.00
659.15477855616439,618.00
659.41825678744249,626.00
659.6817335769,627.00
659.94520892324317,613.00
660.20868282517722,629.00
660.47215528140737,618.00
660.7356262906394,621.00
660.99909585157877,618.00
661.26256396293081,635.00
661.5260306234012,621.00
661.78949583169572,620.00
662.05295958651948,647.00
662.31642188657838,659.00
662.579882730578,694.00
662.84334211722353,805.00
663.10680004522112,958.00
663.3702565132761,1249.00
663.63371152009427,1415.00
663.89716506438072,1237.00
664.16061714484192,1050.00
664.42406776018311,833.00
664.68751690910983,699.00
664.95096459032823,635.00
665.21441080254328,629.00
665.47785554446159,605.00
665.74129881478814,614.00
666.00474061222894,622.00
666.26818093549014,628.00
666.53161978327671,637.00
666.79505715429514,631.00
667.058493047251,617.00
667.32192746084968,608.00
667.58536039379771,630.00
667.84879184480053,624.00
668.1122218125638,621.00
668.37565029579378,625.00
668.63907729319578,624.00
668.90250280347652,635.00
669.1659268253411,654.00
669.42934935749577,632.00
669.69277039864642,653.00
669.95618994749918,678.00
670.21960800275963,679.00
670.48302456313388,739.00
670.74643962732807,903.00
671.00985319404776,1148.00
671.27326526199931,1552.00
671.53667582988851,1768.00
671.80008489642171,1646.00
672.0634924603047,1383.00
672.3268985202435,1058.00
672.59030307494413,789.00
672.85370612311294,691.00
673.11710766345584,675.00
673.38050769467873,649.00
673.64390621548807,640.00
673.9073032245899,671.00
674.17069872069021,672.00
674.43409270249526,720.00
674.6974851687113,799.00
674.96087611804433,1000.00
675.22426554920071,1319.00
675.48765346088658,1387.00
675.75103985180829,1239.00
676.01442472067174,1123.00
676.27780806618352,855.00
676.54118988704954,699.00
676.80457018197649,631.00
677.06794894967049,630.00
677.33132618883781,617.00
677.59470189818455,629.00
677.85807607641777,615.00
678.12144872224292,619.00
678.384819834367,614.00
678.64818941149611,619.00
678.91155745233641,600.00
679.17492395559475,619.00
679.43828891997748,610.00
679.701652344191,624.00
679.96501422694143,617.00
680.22837456693549,606.00
680.49173336287993,601.00
680.75509061348043,613.00
681.01844631744427,613.00
681.28180047347792,612.00
681.54515308028738,597.00
681.8085041365797,612.00
682.07185364106135,611.00
682.33520159243847,615.00
682.59854798941808,609.00
682.86189283070667,607.00
683.125236115011,616.00
683.38857784103732,605.00
683.6519180074929,612.00
683.91525661308378,618.00
684.1785936565168,612.00
684.44192913649886,610.00
684.70526305173632,608.00
684.96859540093635,601.00
685.23192618280518,605.00
685.4952553960502,605.00
685.75858303937753,611.00
686.02190911149421,605.00
686.28523361110706,601.00
686.54855653692289,604.00
686.81187788764862,619.00
687.07519766199073,607.00
687.33851585865636,596.00
687.60183247635268,611.00
687.8651475137857,614.00
688.128460969663,601.00
688.39177284269147,615.00
688.65508313157773,610.00
688.91839183502907,602.00
689.181698951752,606.00
689.44500448045392,604.00
689.70830841984161,597.00
689.9716107686221,617.00
690.23491152550253,614.00
690.4982106891897,609.00
690.761508258391,614.00
691.024804231813,602.00
691.2880986081633,607.00
691.55139138614868,599.00
691.81468256447636,610.00
692.07797214185348,612.00
692.3412601169872,604.00
692.60454648858456,601.00
692.86783125535283,621.00
693.13111441599915,610.00
693.39439596923069,612.00
693.65767591375482,626.00
693.92095424827858,615.00
694.18423097150958,622.00
694.44750608215452,630.00
694.71077957892123,619.00
694.974051460517,634.00
695.23732172564871,633.00
695.50059037302378,649.00
